cost_id,employee_id,month,dept_id,level_code,cost_center,base_salary,bonus,overtime_pay,social_security_co,housing_fund_co,other_cost,total_cost
27685,E01364,2025-08,D01,L4,D01,20200.0,0.0,227.12,4040.0,2424.0,316.02,27207.14
27686,E01366,2025-08,D01,L3,D01,18400.0,0.0,17.84,3680.0,2208.0,244.38,24550.22
27687,E01367,2025-08,D03,L2,D03,11900.0,0.0,75.54,2380.0,1428.0,350.54,16134.08
27688,E01368,2025-08,D02,L3,D02,16800.0,0.0,228.35,3360.0,2016.0,388.97,22793.32
27689,E01369,2025-08,D10,L5,D10,27600.0,0.0,481.4,5520.0,3312.0,287.59,37200.99
27690,E01370,2025-08,D07,L3,D07,18100.0,0.0,269.01,3620.0,2172.0,258.81,24419.82
27691,E01372,2025-08,D12,L4,D12,18800.0,0.0,305.29,3760.0,2256.0,388.76,25510.05
27692,E01373,2025-08,D01,L3,D01,13500.0,0.0,360.54,2700.0,1620.0,221.71,18402.25
27693,E01374,2025-08,D04,L5,D04,25100.0,0.0,173.22,5020.0,3012.0,392.54,33697.76
27694,E01376,2025-08,D01,L2,D01,9700.0,0.0,35.07,1940.0,1164.0,73.92,12912.99
27695,E01377,2025-08,D01,L1,D01,7000.0,0.0,93.86,1400.0,840.0,209.72,9543.58
27696,E01378,2025-08,D12,L6,D12,35800.0,0.0,367.41,7160.0,4296.0,314.53,47937.94
27697,E01380,2025-08,D06,L4,D06,25900.0,0.0,240.27,5180.0,3108.0,313.9,34742.17
27698,E01381,2025-08,D03,L1,D03,9000.0,0.0,381.57,1800.0,1080.0,335.34,12596.91
27699,E01382,2025-08,D08,L6,D08,37500.0,0.0,571.69,7500.0,4500.0,321.4,50393.09
27700,E01383,2025-08,D03,L1,D03,7100.0,0.0,160.95,1420.0,852.0,245.51,9778.46
27701,E01384,2025-08,D03,L5,D03,29100.0,0.0,4.39,5820.0,3492.0,156.9,38573.29
27702,E01385,2025-08,D03,L3,D03,18700.0,0.0,542.54,3740.0,2244.0,196.99,25423.53
27703,E01386,2025-08,D02,L4,D02,25400.0,0.0,228.07,5080.0,3048.0,386.61,34142.68
27704,E01387,2025-08,D05,L3,D05,16200.0,0.0,414.9,3240.0,1944.0,157.52,21956.42
27705,E01389,2025-08,D09,L4,D09,19400.0,0.0,177.09,3880.0,2328.0,86.25,25871.34
27706,E01390,2025-08,D01,L5,D01,31800.0,0.0,343.4,6360.0,3816.0,173.92,42493.32
27707,E01391,2025-08,D01,L4,D01,19500.0,0.0,731.45,3900.0,2340.0,292.89,26764.34
27708,E01392,2025-08,D05,L2,D05,9800.0,0.0,360.65,1960.0,1176.0,247.72,13544.37
27709,E01393,2025-08,D01,L3,D01,14400.0,0.0,176.43,2880.0,1728.0,365.71,19550.14
27710,E01394,2025-08,D05,L3,D05,17100.0,0.0,548.9,3420.0,2052.0,287.73,23408.63
27711,E01395,2025-08,D01,L6,D01,39900.0,0.0,957.49,7980.0,4788.0,57.6,53683.09
27712,E01396,2025-08,D03,L3,D03,16800.0,0.0,166.02,3360.0,2016.0,148.38,22490.4
27713,E01397,2025-08,D01,L1,D01,9100.0,0.0,200.7,1820.0,1092.0,359.86,12572.56
27714,E01398,2025-08,D01,L2,D01,10500.0,0.0,509.58,2100.0,1260.0,61.87,14431.45
27715,E01400,2025-08,D09,L1,D09,7800.0,0.0,141.23,1560.0,936.0,194.87,10632.1
27716,E01401,2025-08,D03,L3,D03,14500.0,0.0,238.52,2900.0,1740.0,251.54,19630.06
27717,E01403,2025-08,D08,L1,D08,6700.0,0.0,133.22,1340.0,804.0,360.2,9337.42
27718,E01404,2025-08,D03,L1,D03,7300.0,0.0,414.6,1460.0,876.0,165.07,10215.67
27719,E01405,2025-08,D11,L1,D11,8600.0,0.0,113.25,1720.0,1032.0,325.53,11790.78
27720,E01406,2025-08,D04,L4,D04,22500.0,0.0,298.76,4500.0,2700.0,305.62,30304.38
27721,E01407,2025-08,D01,L6,D01,37000.0,0.0,1773.78,7400.0,4440.0,312.52,50926.3
27722,E01409,2025-08,D01,L1,D01,8600.0,0.0,418.57,1720.0,1032.0,268.92,12039.49
27723,E01410,2025-08,D07,L6,D07,35300.0,0.0,667.24,7060.0,4236.0,298.07,47561.31
27724,E01411,2025-08,D05,L5,D05,17000.0,0.0,48.1,3400.0,2040.0,288.85,22776.95
27725,E01413,2025-08,D11,L2,D11,10600.0,0.0,152.3,2120.0,1272.0,201.52,14345.82
27726,E01414,2025-08,D03,L1,D03,8100.0,0.0,315.91,1620.0,972.0,328.63,11336.54
27727,E01415,2025-08,D08,L5,D08,26300.0,0.0,65.4,5260.0,3156.0,63.45,34844.85
27728,E01416,2025-08,D03,L1,D03,7700.0,0.0,450.59,1540.0,924.0,216.8,10831.39
27729,E01418,2025-08,D12,L1,D12,8200.0,0.0,1.14,1640.0,984.0,197.29,11022.43
27730,E01419,2025-08,D01,L2,D01,9100.0,0.0,189.13,1820.0,1092.0,287.08,12488.21
27731,E01420,2025-08,D01,L6,D01,38300.0,0.0,48.94,7660.0,4596.0,207.16,50812.1
27732,E01421,2025-08,D01,L2,D01,12900.0,0.0,588.31,2580.0,1548.0,278.99,17895.3
27733,E01422,2025-08,D06,L3,D06,15300.0,0.0,221.05,3060.0,1836.0,79.12,20496.17
27734,E01423,2025-08,D12,L1,D12,8600.0,0.0,53.0,1720.0,1032.0,391.34,11796.34
27735,E01424,2025-08,D11,L3,D11,15500.0,0.0,224.26,3100.0,1860.0,95.84,20780.1
27736,E01426,2025-08,D02,L4,D02,24200.0,0.0,207.76,4840.0,2904.0,311.78,32463.54
27737,E01427,2025-08,D02,L2,D02,12300.0,0.0,204.69,2460.0,1476.0,344.86,16785.55
27738,E01428,2025-08,D11,L2,D11,11000.0,0.0,206.55,2200.0,1320.0,323.16,15049.71
27739,E01429,2025-08,D05,L7,D05,59500.0,0.0,1055.02,11900.0,7140.0,193.46,79788.48
27740,E01430,2025-08,D05,L2,D05,10300.0,0.0,521.81,2060.0,1236.0,81.09,14198.9
27741,E01431,2025-08,D02,L2,D02,11500.0,0.0,200.12,2300.0,1380.0,241.1,15621.22
27742,E01432,2025-08,D11,L1,D11,7600.0,0.0,82.19,1520.0,912.0,194.41,10308.6
27743,E01433,2025-08,D02,L1,D02,10100.0,0.0,3.81,2020.0,1212.0,324.47,13660.28
27744,E01434,2025-08,D01,L1,D01,8300.0,0.0,331.62,1660.0,996.0,164.63,11452.25
27745,E01436,2025-08,D10,L4,D10,23800.0,0.0,196.97,4760.0,2856.0,238.05,31851.02
27746,E01438,2025-08,D04,L2,D04,9600.0,0.0,72.4,1920.0,1152.0,195.36,12939.76
27747,E01439,2025-08,D01,L2,D01,12600.0,0.0,46.07,2520.0,1512.0,365.18,17043.25
27748,E01440,2025-08,D03,L1,D03,8100.0,0.0,245.45,1620.0,972.0,108.79,11046.24
27749,E01441,2025-08,D01,L2,D01,12000.0,0.0,36.01,2400.0,1440.0,118.65,15994.66
27750,E01442,2025-08,D01,L2,D01,12800.0,0.0,269.09,2560.0,1536.0,394.01,17559.1
27751,E01443,2025-08,D03,L3,D03,18300.0,0.0,496.61,3660.0,2196.0,374.03,25026.64
27752,E01444,2025-08,D06,L1,D06,7700.0,0.0,24.88,1540.0,924.0,116.85,10305.73
27753,E01445,2025-08,D12,L1,D12,6900.0,0.0,3.93,1380.0,828.0,98.8,9210.73
27754,E01446,2025-08,D01,L1,D01,9300.0,0.0,245.31,1860.0,1116.0,344.13,12865.44
27755,E01448,2025-08,D11,L1,D11,8200.0,0.0,101.06,1640.0,984.0,352.78,11277.84
27756,E01450,2025-08,D12,L3,D12,19000.0,0.0,299.39,3800.0,2280.0,246.89,25626.28
27757,E01451,2025-08,D03,L3,D03,16400.0,0.0,948.88,3280.0,1968.0,382.93,22979.81
27758,E01452,2025-08,D01,L1,D01,7000.0,0.0,198.72,1400.0,840.0,320.82,9759.54
27759,E01453,2025-08,D04,L4,D04,25200.0,0.0,351.11,5040.0,3024.0,58.44,33673.55
27760,E01454,2025-08,D03,L1,D03,9900.0,0.0,179.89,1980.0,1188.0,79.59,13327.48
27761,E01455,2025-08,D05,L2,D05,11200.0,0.0,615.75,2240.0,1344.0,333.77,15733.52
27762,E01456,2025-08,D01,L6,D01,44600.0,0.0,560.12,8920.0,5352.0,150.45,59582.57
27763,E01457,2025-08,D06,L2,D06,13000.0,0.0,246.24,2600.0,1560.0,291.22,17697.46
27764,E01458,2025-08,D03,L2,D03,11200.0,0.0,207.76,2240.0,1344.0,87.51,15079.27
27765,E01459,2025-08,D01,L2,D01,12900.0,0.0,106.79,2580.0,1548.0,69.11,17203.9
27766,E01460,2025-08,D01,L4,D01,25800.0,0.0,752.11,5160.0,3096.0,250.87,35058.98
27767,E01461,2025-08,D01,L3,D01,17300.0,0.0,928.76,3460.0,2076.0,189.74,23954.5
27768,E01462,2025-08,D02,L1,D02,7500.0,0.0,146.01,1500.0,900.0,154.57,10200.58
27769,E01463,2025-08,D05,L6,D05,38900.0,0.0,1724.67,7780.0,4668.0,174.22,53246.89
27770,E01464,2025-08,D11,L4,D11,24800.0,0.0,227.2,4960.0,2976.0,64.62,33027.82
27771,E01465,2025-08,D01,L3,D01,13900.0,0.0,221.12,2780.0,1668.0,77.51,18646.63
27772,E01466,2025-08,D11,L1,D11,7100.0,0.0,100.22,1420.0,852.0,85.96,9558.18
27773,E01467,2025-08,D02,L4,D02,19100.0,0.0,240.42,3820.0,2292.0,266.82,25719.24
27774,E01468,2025-08,D08,L3,D08,16400.0,0.0,203.65,3280.0,1968.0,195.27,22046.92
27775,E01469,2025-08,D12,L3,D12,14200.0,0.0,20.08,2840.0,1704.0,62.38,18826.46
27776,E01470,2025-08,D01,L1,D01,7600.0,0.0,51.97,1520.0,912.0,343.2,10427.17
27777,E01471,2025-08,D02,L1,D02,8900.0,0.0,152.84,1780.0,1068.0,142.74,12043.58
27778,E01473,2025-08,D01,L4,D01,25100.0,0.0,651.15,5020.0,3012.0,109.04,33892.19
27779,E01475,2025-08,D01,L3,D01,14700.0,0.0,388.79,2940.0,1764.0,327.69,20120.48
27780,E01476,2025-08,D01,L1,D01,6600.0,0.0,136.31,1320.0,792.0,274.61,9122.92
27781,E01477,2025-08,D08,L3,D08,15600.0,0.0,300.94,3120.0,1872.0,396.07,21289.01
27782,E01478,2025-08,D11,L4,D11,19400.0,0.0,179.76,3880.0,2328.0,343.43,26131.19
27783,E01479,2025-08,D03,L1,D03,9200.0,0.0,408.3,1840.0,1104.0,88.6,12640.9
27784,E01480,2025-08,D02,L4,D02,27600.0,0.0,98.97,5520.0,3312.0,255.73,36786.7
27785,E01481,2025-08,D01,L6,D01,47000.0,0.0,120.23,9400.0,5640.0,278.43,62438.66
27786,E01482,2025-08,D05,L2,D05,11200.0,0.0,218.03,2240.0,1344.0,345.57,15347.6
27787,E01483,2025-08,D06,L6,D06,46300.0,0.0,432.97,9260.0,5556.0,217.3,61766.27
27788,E01484,2025-08,D01,L2,D01,12100.0,0.0,158.74,2420.0,1452.0,321.63,16452.37
27789,E01485,2025-08,D01,L3,D01,17800.0,0.0,960.29,3560.0,2136.0,287.06,24743.35
27790,E01486,2025-08,D02,L6,D02,43500.0,0.0,746.81,8700.0,5220.0,374.72,58541.53
27791,E01488,2025-08,D06,L2,D06,12200.0,0.0,90.95,2440.0,1464.0,231.0,16425.95
27792,E01489,2025-08,D03,L1,D03,8700.0,0.0,453.81,1740.0,1044.0,306.4,12244.21
27793,E01490,2025-08,D03,L2,D03,11000.0,0.0,481.21,2200.0,1320.0,72.68,15073.89
27794,E01492,2025-08,D05,L1,D05,6800.0,0.0,107.18,1360.0,816.0,261.43,9344.61
27795,E01493,2025-08,D02,L6,D02,48900.0,0.0,284.4,9780.0,5868.0,72.19,64904.59
27796,E01494,2025-08,D01,L3,D01,17800.0,0.0,842.68,3560.0,2136.0,345.45,24684.13
27797,E01495,2025-08,D04,L2,D04,9800.0,0.0,18.65,1960.0,1176.0,370.47,13325.12
27798,E01496,2025-08,D02,L3,D02,14100.0,0.0,114.23,2820.0,1692.0,195.39,18921.62
27799,E01497,2025-08,D04,L3,D04,18800.0,0.0,303.69,3760.0,2256.0,273.32,25393.01
27800,E01498,2025-08,D04,L3,D04,10700.0,0.0,93.38,2140.0,1284.0,267.99,14485.37
27801,E01500,2025-08,D01,L1,D01,9000.0,0.0,100.07,1800.0,1080.0,221.99,12202.06
27802,E01501,2025-08,D01,L1,D01,9400.0,0.0,515.22,1880.0,1128.0,72.18,12995.4
27803,E01502,2025-08,D06,L3,D06,16700.0,0.0,268.87,3340.0,2004.0,381.2,22694.07
27804,E01503,2025-08,D01,L4,D01,23900.0,0.0,297.36,4780.0,2868.0,186.29,32031.65
27805,E01504,2025-08,D11,L5,D11,24600.0,0.0,185.36,4920.0,2952.0,125.24,32782.6
27806,E01505,2025-08,D04,L4,D04,19400.0,0.0,137.34,3880.0,2328.0,364.26,26109.6
27807,E01506,2025-08,D01,L1,D01,8200.0,0.0,243.56,1640.0,984.0,213.6,11281.16
27808,E01507,2025-08,D01,L6,D01,48200.0,0.0,1701.49,9640.0,5784.0,342.8,65668.29
27809,E01508,2025-08,D01,L1,D01,9900.0,0.0,175.15,1980.0,1188.0,179.52,13422.67
27810,E01509,2025-08,D03,L4,D03,18500.0,0.0,82.5,3700.0,2220.0,398.91,24901.41
27811,E01510,2025-08,D05,L5,D05,26400.0,0.0,574.37,5280.0,3168.0,364.98,35787.35
27812,E01511,2025-08,D04,L1,D04,9200.0,0.0,47.85,1840.0,1104.0,364.08,12555.93
27813,E01512,2025-08,D05,L3,D05,10500.0,0.0,440.59,2100.0,1260.0,329.17,14629.76
27814,E01513,2025-08,D01,L1,D01,7900.0,0.0,100.2,1580.0,948.0,103.86,10632.06
27815,E01514,2025-08,D03,L2,D03,10200.0,0.0,363.11,2040.0,1224.0,53.41,13880.52
27816,E01515,2025-08,D06,L3,D06,15400.0,0.0,288.6,3080.0,1848.0,283.85,20900.45
27817,E01516,2025-08,D03,L2,D03,10100.0,0.0,337.36,2020.0,1212.0,345.44,14014.8
27818,E01517,2025-08,D01,L3,D01,17800.0,0.0,829.75,3560.0,2136.0,386.72,24712.47
27819,E01518,2025-08,D01,L3,D01,15400.0,0.0,602.07,3080.0,1848.0,174.65,21104.72
27820,E01519,2025-08,D08,L1,D08,8100.0,0.0,21.12,1620.0,972.0,212.01,10925.13
27821,E01520,2025-08,D01,L5,D01,33300.0,0.0,1375.45,6660.0,3996.0,237.92,45569.37
27822,E01521,2025-08,D06,L6,D06,46400.0,0.0,348.94,9280.0,5568.0,393.87,61990.81
27823,E01522,2025-08,D04,L4,D04,20900.0,0.0,24.81,4180.0,2508.0,145.6,27758.41
27824,E01523,2025-08,D01,L2,D01,9200.0,0.0,276.34,1840.0,1104.0,195.3,12615.64
27825,E01524,2025-08,D11,L4,D11,21400.0,0.0,16.22,4280.0,2568.0,331.49,28595.71
27826,E01525,2025-08,D11,L1,D11,7500.0,0.0,8.07,1500.0,900.0,141.48,10049.55
27827,E01526,2025-08,D03,L5,D03,31200.0,0.0,1313.49,6240.0,3744.0,205.26,42702.75
27828,E01527,2025-08,D03,L6,D03,44200.0,0.0,139.46,8840.0,5304.0,210.35,58693.81
27829,E01528,2025-08,D03,L1,D03,7800.0,0.0,216.33,1560.0,936.0,373.39,10885.72
27830,E01529,2025-08,D01,L5,D01,34300.0,0.0,1942.69,6860.0,4116.0,208.71,47427.4
27831,E01531,2025-08,D01,L1,D01,8200.0,0.0,255.1,1640.0,984.0,331.84,11410.94
27832,E01532,2025-08,D02,L1,D02,6800.0,0.0,14.0,1360.0,816.0,147.51,9137.51
27833,E01533,2025-08,D01,L3,D01,15200.0,0.0,444.32,3040.0,1824.0,397.38,20905.7
27834,E01534,2025-08,D08,L4,D08,25800.0,0.0,421.67,5160.0,3096.0,72.73,34550.4
27835,E01535,2025-08,D03,L1,D03,8800.0,0.0,319.54,1760.0,1056.0,179.8,12115.34
27836,E01536,2025-08,D01,L4,D01,22400.0,0.0,1022.43,4480.0,2688.0,359.72,30950.15
27837,E01537,2025-08,D09,L2,D09,10200.0,0.0,116.98,2040.0,1224.0,75.25,13656.23
27838,E01538,2025-08,D01,L1,D01,8500.0,0.0,201.16,1700.0,1020.0,296.65,11717.81
27839,E01539,2025-08,D01,L7,D01,58600.0,0.0,2423.6,11720.0,7032.0,152.1,79927.7
27840,E01540,2025-08,D04,L4,D04,18900.0,0.0,294.25,3780.0,2268.0,99.73,25341.98
27841,E01541,2025-08,D07,L2,D07,11100.0,0.0,2.13,2220.0,1332.0,345.69,14999.82
27842,E01542,2025-08,D11,L5,D11,31800.0,0.0,185.53,6360.0,3816.0,376.09,42537.62
27843,E01543,2025-08,D02,L6,D02,45700.0,0.0,102.37,9140.0,5484.0,186.29,60612.66
27844,E01544,2025-08,D11,L5,D11,27800.0,0.0,226.47,5560.0,3336.0,329.52,37251.99
27845,E01545,2025-08,D01,L4,D01,19700.0,0.0,936.35,3940.0,2364.0,160.7,27101.05
27846,E01546,2025-08,D09,L3,D09,17500.0,0.0,83.89,3500.0,2100.0,254.0,23437.89
27847,E01547,2025-08,D04,L4,D04,24900.0,0.0,159.14,4980.0,2988.0,260.37,33287.51
27848,E01548,2025-08,D01,L1,D01,8800.0,0.0,173.17,1760.0,1056.0,109.09,11898.26
27849,E01549,2025-08,D01,L3,D01,13200.0,0.0,322.39,2640.0,1584.0,397.39,18143.78
27850,E01550,2025-08,D04,L2,D04,12900.0,0.0,40.61,2580.0,1548.0,264.1,17332.71
27851,E01551,2025-08,D03,L1,D03,7500.0,0.0,363.75,1500.0,900.0,76.47,10340.22
27852,E01552,2025-08,D06,L2,D06,10600.0,0.0,149.72,2120.0,1272.0,274.95,14416.67
27853,E01553,2025-08,D12,L3,D12,16300.0,0.0,262.64,3260.0,1956.0,340.87,22119.51
27854,E01554,2025-08,D11,L2,D11,10500.0,0.0,54.33,2100.0,1260.0,305.63,14219.96
27855,E01555,2025-08,D01,L5,D01,34400.0,0.0,342.96,6880.0,4128.0,270.41,46021.37
27856,E01556,2025-08,D09,L5,D09,27800.0,0.0,297.17,5560.0,3336.0,392.9,37386.07
27857,E01557,2025-08,D12,L3,D12,14300.0,0.0,97.02,2860.0,1716.0,365.84,19338.86
27858,E01559,2025-08,D04,L1,D04,8700.0,0.0,84.37,1740.0,1044.0,121.24,11689.61
27859,E01560,2025-08,D04,L5,D04,31700.0,0.0,566.2,6340.0,3804.0,78.3,42488.5
27860,E01561,2025-08,D01,L5,D01,27200.0,0.0,445.47,5440.0,3264.0,383.65,36733.12
27861,E01562,2025-08,D01,L6,D01,51600.0,0.0,2356.52,10320.0,6192.0,348.27,70816.79
27862,E01563,2025-08,D07,L3,D07,15200.0,0.0,59.43,3040.0,1824.0,250.64,20374.07
27863,E01565,2025-08,D06,L1,D06,6900.0,0.0,74.98,1380.0,828.0,345.66,9528.64
27864,E01567,2025-08,D01,L2,D01,11500.0,0.0,468.55,2300.0,1380.0,108.97,15757.52
27865,E01569,2025-08,D02,L3,D02,14100.0,0.0,126.72,2820.0,1692.0,266.95,19005.67
27866,E01570,2025-08,D08,L2,D08,9600.0,0.0,130.97,1920.0,1152.0,230.07,13033.04
27867,E01571,2025-08,D03,L1,D03,7600.0,0.0,71.33,1520.0,912.0,62.96,10166.29
27868,E01573,2025-08,D03,L1,D03,9500.0,0.0,389.76,1900.0,1140.0,88.17,13017.93
27869,E01574,2025-08,D01,L6,D01,46100.0,0.0,1658.54,9220.0,5532.0,254.38,62764.92
27870,E01575,2025-08,D01,L7,D01,56700.0,0.0,188.73,11340.0,6804.0,150.45,75183.18
27871,E01577,2025-08,D01,L3,D01,17000.0,0.0,328.75,3400.0,2040.0,81.85,22850.6
27872,E01579,2025-08,D07,L3,D07,18400.0,0.0,220.13,3680.0,2208.0,284.7,24792.83
27873,E01580,2025-08,D02,L2,D02,12500.0,0.0,167.38,2500.0,1500.0,365.94,17033.32
27874,E01581,2025-08,D02,L4,D02,21500.0,0.0,279.02,4300.0,2580.0,73.54,28732.56
27875,E01582,2025-08,D09,L3,D09,17300.0,0.0,93.7,3460.0,2076.0,312.4,23242.1
27876,E01583,2025-08,D01,L6,D01,35000.0,0.0,1015.9,7000.0,4200.0,88.18,47304.08
27877,E01585,2025-08,D04,L4,D04,25900.0,0.0,155.72,5180.0,3108.0,178.01,34521.73
27878,E01587,2025-08,D08,L4,D08,23800.0,0.0,411.4,4760.0,2856.0,270.28,32097.68
27879,E01588,2025-08,D01,L5,D01,30500.0,0.0,1039.12,6100.0,3660.0,60.28,41359.4
27880,E01589,2025-08,D11,L5,D11,32400.0,0.0,289.02,6480.0,3888.0,201.7,43258.72
27881,E01590,2025-08,D05,L4,D05,20700.0,0.0,1022.62,4140.0,2484.0,363.25,28709.87
27882,E01592,2025-08,D06,L3,D06,14700.0,0.0,200.7,2940.0,1764.0,388.18,19992.88
27883,E01593,2025-08,D03,L6,D03,36700.0,0.0,1216.63,7340.0,4404.0,356.98,50017.61
27884,E01594,2025-08,D12,L2,D12,12100.0,0.0,114.34,2420.0,1452.0,230.06,16316.4
27885,E01595,2025-08,D06,L7,D06,66400.0,0.0,1005.36,13280.0,7968.0,356.44,89009.8
27886,E01596,2025-08,D05,L2,D05,9300.0,0.0,452.32,1860.0,1116.0,145.51,12873.83
27887,E01597,2025-08,D04,L3,D04,15800.0,0.0,106.28,3160.0,1896.0,85.13,21047.41
27888,E01598,2025-08,D07,L1,D07,9200.0,0.0,0.64,1840.0,1104.0,128.08,12272.72
27889,E01600,2025-08,D01,L1,D01,8000.0,0.0,296.94,1600.0,960.0,352.61,11209.55
27890,E01601,2025-08,D03,L1,D03,7500.0,0.0,407.11,1500.0,900.0,176.46,10483.57
27891,E01602,2025-08,D12,L2,D12,10400.0,0.0,144.27,2080.0,1248.0,138.36,14010.63
27892,E01603,2025-08,D01,L3,D01,18000.0,0.0,675.36,3600.0,2160.0,374.27,24809.63
27893,E01604,2025-08,D03,L1,D03,10100.0,0.0,308.47,2020.0,1212.0,189.97,13830.44
27894,E01606,2025-08,D08,L4,D08,19300.0,0.0,238.96,3860.0,2316.0,129.27,25844.23
27895,E01607,2025-08,D02,L3,D02,15800.0,0.0,7.94,3160.0,1896.0,268.89,21132.83
27896,E01608,2025-08,D01,L4,D01,22200.0,0.0,861.52,4440.0,2664.0,350.36,30515.88
27897,E01610,2025-08,D07,L4,D07,22200.0,0.0,175.58,4440.0,2664.0,187.39,29666.97
27898,E01611,2025-08,D01,L1,D01,7800.0,0.0,264.42,1560.0,936.0,292.74,10853.16
27899,E01613,2025-08,D05,L2,D05,11900.0,0.0,186.11,2380.0,1428.0,223.59,16117.7
27900,E01614,2025-08,D03,L2,D03,10500.0,0.0,94.86,2100.0,1260.0,244.56,14199.42
27901,E01615,2025-08,D03,L3,D03,17900.0,0.0,426.28,3580.0,2148.0,329.52,24383.8
27902,E01616,2025-08,D06,L2,D06,10700.0,0.0,50.3,2140.0,1284.0,390.95,14565.25
27903,E01617,2025-08,D01,L1,D01,8000.0,0.0,15.61,1600.0,960.0,224.68,10800.29
27904,E01618,2025-08,D11,L1,D11,8900.0,0.0,175.55,1780.0,1068.0,123.6,12047.15
27905,E01619,2025-08,D03,L4,D03,19700.0,0.0,618.91,3940.0,2364.0,268.22,26891.13
27906,E01620,2025-08,D08,L2,D08,10400.0,0.0,11.81,2080.0,1248.0,282.52,14022.33
27907,E01621,2025-08,D07,L7,D07,75100.0,0.0,1430.9,15020.0,9012.0,199.9,100762.8
27908,E01622,2025-08,D02,L2,D02,9100.0,0.0,172.28,1820.0,1092.0,222.31,12406.59
27909,E01623,2025-08,D11,L2,D11,12400.0,0.0,239.93,2480.0,1488.0,227.07,16835.0
27910,E01624,2025-08,D06,L2,D06,9900.0,0.0,151.83,1980.0,1188.0,384.58,13604.41
27911,E01625,2025-08,D01,L1,D01,9100.0,0.0,242.3,1820.0,1092.0,266.01,12520.31
27912,E01626,2025-08,D08,L1,D08,8400.0,0.0,58.07,1680.0,1008.0,235.87,11381.94
27913,E01627,2025-08,D02,L4,D02,25300.0,0.0,205.83,5060.0,3036.0,199.9,33801.73
27914,E01628,2025-08,D07,L2,D07,9400.0,0.0,98.2,1880.0,1128.0,281.04,12787.24
27915,E01629,2025-08,D03,L2,D03,12000.0,0.0,294.99,2400.0,1440.0,292.82,16427.81
27916,E01630,2025-08,D01,L2,D01,9300.0,0.0,174.8,1860.0,1116.0,299.16,12749.96
27917,E01631,2025-08,D01,L1,D01,8000.0,0.0,419.71,1600.0,960.0,137.09,11116.8
27918,E01632,2025-08,D01,L2,D01,10800.0,0.0,26.48,2160.0,1296.0,291.89,14574.37
27919,E01633,2025-08,D01,L3,D01,14800.0,0.0,332.6,2960.0,1776.0,96.92,19965.52
27920,E01634,2025-08,D03,L6,D03,47400.0,0.0,412.17,9480.0,5688.0,206.56,63186.73
27921,E01636,2025-08,D03,L4,D03,24200.0,0.0,302.61,4840.0,2904.0,292.14,32538.75
27922,E01637,2025-08,D07,L4,D07,20500.0,0.0,151.14,4100.0,2460.0,141.64,27352.78
27923,E01638,2025-08,D01,L1,D01,9000.0,0.0,468.79,1800.0,1080.0,95.87,12444.66
27924,E01639,2025-08,D07,L1,D07,8600.0,0.0,58.17,1720.0,1032.0,305.49,11715.66
27925,E01640,2025-08,D02,L2,D02,9500.0,0.0,22.9,1900.0,1140.0,87.79,12650.69
27926,E01641,2025-08,D01,L3,D01,13300.0,0.0,404.76,2660.0,1596.0,197.91,18158.67
27927,E01642,2025-08,D12,L4,D12,25900.0,0.0,354.14,5180.0,3108.0,393.83,34935.97
27928,E01643,2025-08,D03,L1,D03,6800.0,0.0,188.67,1360.0,816.0,339.23,9503.9
27929,E01644,2025-08,D09,L4,D09,25500.0,0.0,258.78,5100.0,3060.0,100.22,34019.0
27930,E01645,2025-08,D04,L2,D04,11300.0,0.0,55.63,2260.0,1356.0,248.64,15220.27
27931,E01646,2025-08,D05,L2,D05,9300.0,0.0,224.18,1860.0,1116.0,289.44,12789.62
27932,E01647,2025-08,D05,L3,D05,13600.0,0.0,602.99,2720.0,1632.0,368.14,18923.13
27933,E01648,2025-08,D01,L6,D01,38200.0,0.0,833.99,7640.0,4584.0,395.47,51653.46
27934,E01650,2025-08,D01,L1,D01,6700.0,0.0,328.28,1340.0,804.0,273.84,9446.12
27935,E01652,2025-08,D01,L1,D01,7000.0,0.0,89.02,1400.0,840.0,398.43,9727.45
27936,E01653,2025-08,D05,L1,D05,9000.0,0.0,177.07,1800.0,1080.0,70.72,12127.79
27937,E01654,2025-08,D02,L1,D02,9200.0,0.0,112.4,1840.0,1104.0,203.62,12460.02
27938,E01655,2025-08,D01,L1,D01,7300.0,0.0,35.37,1460.0,876.0,133.49,9804.86
27939,E01656,2025-08,D02,L1,D02,7300.0,0.0,45.98,1460.0,876.0,243.61,9925.59
27940,E01657,2025-08,D03,L3,D03,16400.0,0.0,691.52,3280.0,1968.0,311.17,22650.69
27941,E01658,2025-08,D06,L4,D06,19100.0,0.0,257.31,3820.0,2292.0,217.63,25686.94
27942,E01659,2025-08,D05,L3,D05,13800.0,0.0,519.79,2760.0,1656.0,276.96,19012.75
27943,E01660,2025-08,D01,L1,D01,6700.0,0.0,266.27,1340.0,804.0,170.67,9280.94
27944,E01661,2025-08,D11,L3,D11,13700.0,0.0,139.8,2740.0,1644.0,215.64,18439.44
27945,E01662,2025-08,D04,L1,D04,8600.0,0.0,70.57,1720.0,1032.0,178.56,11601.13
27946,E01663,2025-08,D03,L1,D03,9200.0,0.0,254.79,1840.0,1104.0,122.65,12521.44
27947,E01664,2025-08,D02,L5,D02,32800.0,0.0,260.6,6560.0,3936.0,91.41,43648.01
